fitPtX 	 fitPtY 	 fitPtZ 	 LeftPupil_X 	 LeftPupil_Y 	 RightPupil_X 	 RightPupil_Y 
399.079989	296.191509	1236.183845	190.639191	198.394224	238.035389	158.560581
398.985803	294.599507	1237.417894	190.647028	198.425691	237.991708	158.597822
398.908302	294.987157	1236.814834	190.622356	198.469033	237.989565	158.620085
398.807103	295.383108	1236.200863	190.597684	198.512376	237.987422	158.642348
398.768524	296.997830	1234.727462	190.560830	198.542165	238.010087	158.631536
398.508523	298.453495	1233.123485	190.523976	198.571954	238.032752	158.620724
398.536040	299.548749	1232.390931	190.487415	198.562503	238.031311	158.595423
398.432856	300.572361	1231.603609	190.450854	198.553052	238.029871	158.570122
398.170406	300.690392	1231.731809	190.404646	198.515704	237.989594	158.560730
397.929016	300.776897	1231.822335	190.358438	198.478356	237.949317	158.551338
397.738656	301.246723	1231.572407	190.296278	198.454679	237.909746	158.559777
397.373241	301.627644	1231.283654	190.234118	198.431003	237.870175	158.568217
397.126407	303.495573	1229.316091	190.172861	198.444343	237.888883	158.575126
396.917602	305.469425	1227.401204	190.111604	198.457684	237.907591	158.582035
396.969211	308.030357	1224.859638	190.090739	198.483323	237.982788	158.577002
397.000507	310.556647	1222.253223	190.069874	198.508962	238.057985	158.571969
397.277799	310.461361	1222.369412	190.126242	198.507693	238.101867	158.552358
397.556191	310.290339	1222.448567	190.182611	198.506424	238.145748	158.532747
398.091595	306.562969	1226.367530	190.304069	198.468700	238.109175	158.497910
398.523425	302.782306	1230.159666	190.425527	198.430975	238.072601	158.463072
399.030694	298.854078	1234.252646	190.541221	198.378820	238.022748	158.429843
399.367439	294.916223	1238.270920	190.656915	198.326666	237.972895	158.396614
399.715265	293.866479	1239.344300	190.709730	198.296122	237.980381	158.389983
399.956130	292.851272	1240.490471	190.762545	198.265578	237.987867	158.383353
400.248792	294.134171	1238.962428	190.769638	198.273415	238.051672	158.405792
400.191754	295.481491	1237.527820	190.776731	198.281251	238.115478	158.428232
400.324701	297.487998	1235.344078	190.772000	198.303021	238.196035	158.459023
400.347385	299.450628	1233.071252	190.767268	198.324790	238.276593	158.489815
400.228926	300.586118	1231.800354	190.746235	198.326598	238.307150	158.509424
400.161975	301.738389	1230.540109	190.725201	198.328406	238.337708	158.529033
399.860248	300.669645	1231.391128	190.689766	198.305194	238.272190	158.534869
399.570367	299.718606	1232.358826	190.654330	198.281983	238.206672	158.540706
399.248515	297.228924	1234.834207	190.627652	198.266785	238.088946	158.542471
398.925942	294.703441	1237.262950	190.600974	198.251587	237.971220	158.544236
398.572467	292.706593	1239.130618	190.588544	198.298838	237.883733	158.549523
398.312941	290.633044	1240.907422	190.576114	198.346090	237.796246	158.554810
398.111597	290.072343	1241.104064	190.574045	198.461449	237.774428	158.564107
397.912255	289.487492	1241.280506	190.571976	198.576807	237.752610	158.573404
397.874342	290.007976	1240.546305	190.583600	198.681322	237.783259	158.585642
397.851864	290.501523	1239.780501	190.595224	198.785837	237.813908	158.597879
397.931821	290.958914	1239.197478	190.621389	198.812987	237.859710	158.615113
397.984966	291.391830	1238.592826	190.647554	198.840136	237.905511	158.632347
398.212688	290.732627	1239.230923	190.691396	198.813322	237.926803	158.659032
398.249419	289.971031	1239.790255	190.735238	198.786508	237.948095	158.685717
398.555126	288.238466	1241.552663	190.792158	198.761244	237.938313	158.718720
398.719185	286.404073	1243.237481	190.849078	198.735979	237.928531	158.751723
398.787846	285.141748	1244.368115	190.886325	198.737281	237.919295	158.771584
398.817427	283.900625	1245.506671	190.923572	198.738583	237.910058	158.791444
398.809598	284.747049	1244.891277	190.910870	198.758931	237.925176	158.777035
398.756063	285.635698	1244.300617	190.898167	198.779280	237.940293	158.762626
398.623311	287.724136	1242.811374	190.853442	198.790103	237.963092	158.713884
398.580453	289.820882	1241.308889	190.808716	198.800926	237.985891	158.665141
398.431813	290.992924	1240.629728	190.778878	198.788896	237.988220	158.608114
398.211627	292.173985	1239.945727	190.749041	198.776867	237.990550	158.551088
398.078535	292.159844	1240.292879	190.752819	198.765050	237.984672	158.524693
398.086120	292.172564	1240.637569	190.756597	198.753233	237.978794	158.498298
398.211998	292.685139	1240.152298	190.769443	198.756680	238.013646	158.519374
398.314442	293.172442	1239.635870	190.782289	198.760127	238.048498	158.540450
398.368258	295.260287	1237.202343	190.770475	198.766141	238.132249	158.584772
398.556107	297.463389	1234.856565	190.758660	198.772156	238.216000	158.629094
398.468249	299.598178	1232.549823	190.719103	198.774735	238.271351	158.664430
398.393053	301.684679	1230.165540	190.679546	198.777315	238.326702	158.699765
398.275400	301.305406	1230.463413	190.641279	198.779981	238.282275	158.715845
398.194585	300.963135	1230.769898	190.603013	198.782647	238.237848	158.731925
